sigma_0.2_time,sigma_0.2_strain,sigma_0.4_time,sigma_0.4_strain,sigma_0.6_time,sigma_0.6_strain,sigma_1.0_time,sigma_1.0_strain,sigma_3.0_time,sigma_3.0_strain
0.000000,1.054012,0.000000,1.117181,0.000000,1.191370,0.000000,1.380278,0.000000,3.035744
0.010000,1.054595,0.010000,1.118550,0.010000,1.193785,0.010000,1.385768,0.010000,3.064825
0.020000,1.055179,0.020000,1.119922,0.020000,1.196208,0.020000,1.391290,0.020000,3.094116
0.030000,1.055763,0.030000,1.121297,0.030000,1.198640,0.030000,1.396844,0.030000,3.123622
0.040000,1.056349,0.040000,1.122675,0.040000,1.201081,0.040000,1.402430,0.040000,3.153349
0.050000,1.056934,0.050000,1.124056,0.050000,1.203530,0.050000,1.408049,0.050000,3.183300
0.060000,1.057521,0.060000,1.125441,0.060000,1.205988,0.060000,1.413700,0.060000,3.213480
0.070000,1.058108,0.070000,1.126828,0.070000,1.208455,0.070000,1.419385,0.070000,3.243894
0.080000,1.058696,0.080000,1.128219,0.080000,1.210931,0.080000,1.425103,0.080000,3.274545
0.090000,1.059284,0.090000,1.129613,0.090000,1.213416,0.090000,1.430855,0.090000,3.305439
0.100000,1.059873,0.100000,1.131010,0.100000,1.215910,0.100000,1.436642,0.100000,3.336579
0.110000,1.060462,0.110000,1.132411,0.110000,1.218412,0.110000,1.442463,0.110000,3.367971
0.120000,1.061053,0.120000,1.133814,0.120000,1.220924,0.120000,1.448319,0.120000,3.399617
0.130000,1.061644,0.130000,1.135221,0.130000,1.223446,0.130000,1.454211,0.130000,3.431523
0.140000,1.062235,0.140000,1.136632,0.140000,1.225976,0.140000,1.460138,0.140000,3.463693
0.150000,1.062827,0.150000,1.138045,0.150000,1.228516,0.150000,1.466102,0.150000,3.496130
0.160000,1.063420,0.160000,1.139462,0.160000,1.231065,0.160000,1.472102,0.160000,3.528840
0.170000,1.064014,0.170000,1.140882,0.170000,1.233623,0.170000,1.478139,0.170000,3.561826
0.180000,1.064608,0.180000,1.142306,0.180000,1.236191,0.180000,1.484214,0.180000,3.595093
0.190000,1.065203,0.190000,1.143733,0.190000,1.238769,0.190000,1.490326,0.190000,3.628644
0.200000,1.065798,0.200000,1.145163,0.200000,1.241356,0.200000,1.496477,0.200000,3.662485
0.210000,1.066394,0.210000,1.146597,0.210000,1.243953,0.210000,1.502666,0.210000,3.696619
0.220000,1.066991,0.220000,1.148034,0.220000,1.246560,0.220000,1.508894,0.220000,3.731050
0.230000,1.067588,0.230000,1.149474,0.230000,1.249177,0.230000,1.515161,0.230000,3.765783
0.240000,1.068186,0.240000,1.150918,0.240000,1.251803,0.240000,1.521468,0.240000,3.800821
0.250000,1.068785,0.250000,1.152365,0.250000,1.254440,0.250000,1.527815,0.250000,3.836170
0.260000,1.069384,0.260000,1.153816,0.260000,1.257086,0.260000,1.534203,0.260000,3.871833
0.270000,1.069984,0.270000,1.155270,0.270000,1.259743,0.270000,1.540632,0.270000,3.907814
0.280000,1.070585,0.280000,1.156728,0.280000,1.262409,0.280000,1.547103,0.280000,3.944118
0.290000,1.071186,0.290000,1.158189,0.290000,1.265086,0.290000,1.553615,0.290000,3.980750
0.300000,1.071788,0.300000,1.159654,0.300000,1.267774,0.300000,1.560170,0.300000,4.017712
0.310000,1.072391,0.310000,1.161122,0.310000,1.270471,0.310000,1.566768,0.310000,4.055010
0.320000,1.072994,0.320000,1.162594,0.320000,1.273179,0.320000,1.573409,0.320000,4.092647
0.330000,1.073598,0.330000,1.164070,0.330000,1.275898,0.330000,1.580093,0.330000,4.130629
0.340000,1.074203,0.340000,1.165549,0.340000,1.278627,0.340000,1.586822,0.340000,4.168959
0.350000,1.074808,0.350000,1.167031,0.350000,1.281367,0.350000,1.593595,0.350000,4.207642
0.360000,1.075414,0.360000,1.168517,0.360000,1.284117,0.360000,1.600414,0.360000,4.246682
0.370000,1.076021,0.370000,1.170007,0.370000,1.286879,0.370000,1.607278,0.370000,4.286084
0.380000,1.076628,0.380000,1.171501,0.380000,1.289651,0.380000,1.614188,0.380000,4.325851
0.390000,1.077236,0.390000,1.172998,0.390000,1.292434,0.390000,1.621144,0.390000,4.365989
0.400000,1.077845,0.400000,1.174499,0.400000,1.295228,0.400000,1.628147,0.400000,4.406502
0.410000,1.078454,0.410000,1.176003,0.410000,1.298033,0.410000,1.635198,0.410000,4.447395
0.420000,1.079064,0.420000,1.177511,0.420000,1.300849,0.420000,1.642297,0.420000,4.488671
0.430000,1.079675,0.430000,1.179023,0.430000,1.303677,0.430000,1.649445,0.430000,4.530335
0.440000,1.080287,0.440000,1.180539,0.440000,1.306516,0.440000,1.656641,0.440000,4.572393
0.450000,1.080899,0.450000,1.182058,0.450000,1.309366,0.450000,1.663887,0.450000,4.614848
0.460000,1.081512,0.460000,1.183581,0.460000,1.312228,0.460000,1.671183,0.460000,4.657705
0.470000,1.082125,0.470000,1.185108,0.470000,1.315101,0.470000,1.678529,0.470000,4.700969
0.480000,1.082739,0.480000,1.186639,0.480000,1.317986,0.480000,1.685927,0.480000,4.744644
0.490000,1.083354,0.490000,1.188174,0.490000,1.320882,0.490000,1.693375,0.490000,4.788736
0.500000,1.083970,0.500000,1.189712,0.500000,1.323791,0.500000,1.700877,0.500000,4.833249
0.510000,1.084586,0.510000,1.191254,0.510000,1.326711,0.510000,1.708430,0.510000,4.878187
0.520000,1.085203,0.520000,1.192800,0.520000,1.329643,0.520000,1.716037,0.520000,4.923556
0.530000,1.085820,0.530000,1.194350,0.530000,1.332587,0.530000,1.723698,0.530000,4.969360
0.540000,1.086439,0.540000,1.195904,0.540000,1.335543,0.540000,1.731413,0.540000,5.015605
0.550000,1.087058,0.550000,1.197462,0.550000,1.338511,0.550000,1.739182,0.550000,5.062295
0.560000,1.087678,0.560000,1.199024,0.560000,1.341492,0.560000,1.747008,0.560000,5.109435
0.570000,1.088298,0.570000,1.200589,0.570000,1.344485,0.570000,1.754889,0.570000,5.157031
0.580000,1.088919,0.580000,1.202159,0.580000,1.347490,0.580000,1.762827,0.580000,5.205086
0.590000,1.089541,0.590000,1.203733,0.590000,1.350508,0.590000,1.770822,0.590000,5.253607
0.600000,1.090164,0.600000,1.205310,0.600000,1.353538,0.600000,1.778874,0.600000,5.302598
0.610000,1.090787,0.610000,1.206892,0.610000,1.356581,0.610000,1.786985,0.610000,5.352065
0.620000,1.091411,0.620000,1.208478,0.620000,1.359637,0.620000,1.795155,0.620000,5.402013
0.630000,1.092035,0.630000,1.210067,0.630000,1.362706,0.630000,1.803385,0.630000,5.452446
0.640000,1.092661,0.640000,1.211661,0.640000,1.365787,0.640000,1.811675,0.640000,5.503371
0.650000,1.093287,0.650000,1.213259,0.650000,1.368882,0.650000,1.820026,0.650000,5.554793
0.660000,1.093914,0.660000,1.214861,0.660000,1.371989,0.660000,1.828438,0.660000,5.606716
0.670000,1.094541,0.670000,1.216467,0.670000,1.375110,0.670000,1.836912,0.670000,5.659147
0.680000,1.095169,0.680000,1.218078,0.680000,1.378244,0.680000,1.845449,0.680000,5.712090
0.690000,1.095798,0.690000,1.219692,0.690000,1.381392,0.690000,1.854049,0.690000,5.765552
0.700000,1.096428,0.700000,1.221311,0.700000,1.384553,0.700000,1.862714,0.700000,5.819538
0.710000,1.097058,0.710000,1.222933,0.710000,1.387727,0.710000,1.871443,0.710000,5.874054
0.720000,1.097690,0.720000,1.224560,0.720000,1.390915,0.720000,1.880237,0.720000,5.929104
0.730000,1.098321,0.730000,1.226192,0.730000,1.394117,0.730000,1.889098,0.730000,5.984696
0.740000,1.098954,0.740000,1.227827,0.740000,1.397333,0.740000,1.898025,0.740000,6.040834
0.750000,1.099587,0.750000,1.229467,0.750000,1.400562,0.750000,1.907020,0.750000,6.097524
0.760000,1.100221,0.760000,1.231111,0.760000,1.403806,0.760000,1.916083,0.760000,6.154772
0.770000,1.100856,0.770000,1.232759,0.770000,1.407064,0.770000,1.925215,0.770000,6.212585
0.780000,1.101491,0.780000,1.234412,0.780000,1.410336,0.780000,1.934416,0.780000,6.270968
0.790000,1.102128,0.790000,1.236069,0.790000,1.413622,0.790000,1.943688,0.790000,6.329927
0.800000,1.102765,0.800000,1.237730,0.800000,1.416923,0.800000,1.953030,0.800000,6.389468
0.810000,1.103402,0.810000,1.239396,0.810000,1.420238,0.810000,1.962445,0.810000,6.449597
0.820000,1.104041,0.820000,1.241066,0.820000,1.423568,0.820000,1.971932,0.820000,6.510321
0.830000,1.104680,0.830000,1.242741,0.830000,1.426912,0.830000,1.981492,0.830000,6.571645
0.840000,1.105320,0.840000,1.244419,0.840000,1.430271,0.840000,1.991127,0.840000,6.633576
0.850000,1.105960,0.850000,1.246103,0.850000,1.433646,0.850000,2.000836,0.850000,6.696120
0.860000,1.106602,0.860000,1.247791,0.860000,1.437035,0.860000,2.010620,0.860000,6.759284
0.870000,1.107244,0.870000,1.249483,0.870000,1.440439,0.870000,2.020482,0.870000,6.823075
0.880000,1.107887,0.880000,1.251180,0.880000,1.443859,0.880000,2.030420,0.880000,6.887497
0.890000,1.108530,0.890000,1.252882,0.890000,1.447293,0.890000,2.040436,0.890000,6.952559
0.900000,1.109175,0.900000,1.254588,0.900000,1.450744,0.900000,2.050531,0.900000,7.018267
0.910000,1.109820,0.910000,1.256298,0.910000,1.454209,0.910000,2.060706,0.910000,7.084627
0.920000,1.110466,0.920000,1.258013,0.920000,1.457691,0.920000,2.070961,0.920000,7.151647
0.930000,1.111112,0.930000,1.259733,0.930000,1.461188,0.930000,2.081298,0.930000,7.219332
0.940000,1.111759,0.940000,1.261457,0.940000,1.464701,0.940000,2.091717,0.940000,7.287691
0.950000,1.112408,0.950000,1.263186,0.950000,1.468230,0.950000,2.102218,0.950000,7.356729
0.960000,1.113056,0.960000,1.264920,0.960000,1.471775,0.960000,2.112804,0.960000,7.426455
0.970000,1.113706,0.970000,1.266659,0.970000,1.475337,0.970000,2.123474,0.970000,7.496874
0.980000,1.114356,0.980000,1.268402,0.980000,1.478914,0.980000,2.134231,0.980000,7.567995
0.990000,1.115008,0.990000,1.270149,0.990000,1.482508,0.990000,2.145073,0.990000,7.639824
1.000000,1.115659,1.000000,1.271902,1.000000,1.486119,1.000000,2.156003,1.000000,7.712368
1.010000,1.116312,1.010000,1.273659,1.010000,1.489746,1.010000,2.167022,1.010000,7.785636
1.020000,1.116966,1.020000,1.275422,1.020000,1.493390,1.020000,2.178130,1.020000,7.859634
1.030000,1.117620,1.030000,1.277189,1.030000,1.497051,1.030000,2.189328,1.030000,7.934370
1.040000,1.118275,1.040000,1.278960,1.040000,1.500729,1.040000,2.200617,1.040000,8.009851
1.050000,1.118930,1.050000,1.280737,1.050000,1.504424,1.050000,2.211998,1.050000,8.086086
1.060000,1.119587,1.060000,1.282519,1.060000,1.508137,1.060000,2.223473,1.060000,8.163081
1.070000,1.120244,1.070000,1.284305,1.070000,1.511866,1.070000,2.235042,1.070000,8.240845
1.080000,1.120902,1.080000,1.286096,1.080000,1.515613,1.080000,2.246705,1.080000,8.319386
1.090000,1.121561,1.090000,1.287893,1.090000,1.519378,1.090000,2.258465,1.090000,8.398711
1.100000,1.122221,1.100000,1.289694,1.100000,1.523161,1.100000,2.270322,1.100000,8.478828
1.110000,1.122881,1.110000,1.291500,1.110000,1.526961,1.110000,2.282277,1.110000,8.559746
1.120000,1.123542,1.120000,1.293312,1.120000,1.530780,1.120000,2.294332,1.120000,8.641472
1.130000,1.124204,1.130000,1.295128,1.130000,1.534616,1.130000,2.306486,1.130000,8.724016
1.140000,1.124867,1.140000,1.296949,1.140000,1.538471,1.140000,2.318742,1.140000,8.807384
1.150000,1.125530,1.150000,1.298776,1.150000,1.542344,1.150000,2.331100,1.150000,8.891586
1.160000,1.126195,1.160000,1.300607,1.160000,1.546236,1.160000,2.343562,1.160000,8.976631
1.170000,1.126860,1.170000,1.302444,1.170000,1.550146,1.170000,2.356128,1.170000,9.062526
1.180000,1.127526,1.180000,1.304286,1.180000,1.554076,1.180000,2.368799,1.180000,9.149280
1.190000,1.128192,1.190000,1.306133,1.190000,1.558024,1.190000,2.381578,1.190000,9.236903
1.200000,1.128860,1.200000,1.307985,1.200000,1.561991,1.200000,2.394464,1.200000,9.325402
1.210000,1.129528,1.210000,1.309842,1.210000,1.565977,1.210000,2.407459,1.210000,9.414788
1.220000,1.130197,1.220000,1.311705,1.220000,1.569983,1.220000,2.420565,1.220000,9.505068
1.230000,1.130867,1.230000,1.313573,1.230000,1.574008,1.230000,2.433781,1.230000,9.596252
1.240000,1.131538,1.240000,1.315446,1.240000,1.578053,1.240000,2.447111,1.240000,9.688349
1.250000,1.132209,1.250000,1.317324,1.250000,1.582117,1.250000,2.460553,1.250000,9.781368
1.260000,1.132881,1.260000,1.319208,1.260000,1.586202,1.260000,2.474111,1.260000,9.875320
1.270000,1.133554,1.270000,1.321097,1.270000,1.590306,1.270000,2.487785,1.270000,9.970212
1.280000,1.134228,1.280000,1.322992,1.280000,1.594431,1.280000,2.501576,1.280000,10.066055
1.290000,1.134903,1.290000,1.324891,1.290000,1.598576,1.290000,2.515486,1.290000,10.162858
1.300000,1.135578,1.300000,1.326797,1.300000,1.602741,1.300000,2.529516,1.300000,10.260632
1.310000,1.136255,1.310000,1.328708,1.310000,1.606928,1.310000,2.543666,1.310000,10.359385
1.320000,1.136932,1.320000,1.330624,1.320000,1.611135,1.320000,2.557939,1.320000,10.459128
1.330000,1.137610,1.330000,1.332546,1.330000,1.615362,1.330000,2.572336,1.330000,10.559871
1.340000,1.138288,1.340000,1.334473,1.340000,1.619611,1.340000,2.586858,1.340000,10.661624
1.350000,1.138968,1.350000,1.336406,1.350000,1.623882,1.350000,2.601506,1.350000,10.764397
1.360000,1.139648,1.360000,1.338344,1.360000,1.628173,1.360000,2.616282,1.360000,10.868200
1.370000,1.140329,1.370000,1.340288,1.370000,1.632486,1.370000,2.631186,1.370000,10.973044
1.380000,1.141011,1.380000,1.342237,1.380000,1.636821,1.380000,2.646221,1.380000,11.078940
1.390000,1.141694,1.390000,1.344193,1.390000,1.641178,1.390000,2.661388,1.390000,11.185898
1.400000,1.142378,1.400000,1.346154,1.400000,1.645557,1.400000,2.676688,1.400000,11.293928
1.410000,1.143062,1.410000,1.348120,1.410000,1.649958,1.410000,2.692122,1.410000,11.403043
1.420000,1.143747,1.420000,1.350093,1.420000,1.654382,1.420000,2.707693,1.420000,11.513251
1.430000,1.144433,1.430000,1.352071,1.430000,1.658828,1.430000,2.723401,1.430000,11.624566
1.440000,1.145120,1.440000,1.354054,1.440000,1.663296,1.440000,2.739247,1.440000,11.736997
1.450000,1.145808,1.450000,1.356044,1.450000,1.667788,1.450000,2.755234,1.450000,11.850556
1.460000,1.146497,1.460000,1.358040,1.460000,1.672303,1.460000,2.771363,1.460000,11.965255
1.470000,1.147186,1.470000,1.360041,1.470000,1.676841,1.470000,2.787636,1.470000,12.081104
1.480000,1.147876,1.480000,1.362048,1.480000,1.681402,1.480000,2.804053,1.480000,12.198116
1.490000,1.148568,1.490000,1.364061,1.490000,1.685987,1.490000,2.820616,1.490000,12.316303
1.500000,1.149259,1.500000,1.366080,1.500000,1.690595,1.500000,2.837328,1.500000,12.435675
1.510000,1.149952,1.510000,1.368105,1.510000,1.695228,1.510000,2.854189,1.510000,12.556246
1.520000,1.150646,1.520000,1.370136,1.520000,1.699885,1.520000,2.871201,1.520000,12.678027
1.530000,1.151340,1.530000,1.372173,1.530000,1.704566,1.530000,2.888366,1.530000,12.801030
1.540000,1.152036,1.540000,1.374216,1.540000,1.709271,1.540000,2.905685,1.540000,12.925268
1.550000,1.152732,1.550000,1.376266,1.550000,1.714001,1.550000,2.923160,1.550000,13.050753
1.560000,1.153429,1.560000,1.378321,1.560000,1.718756,1.560000,2.940793,1.560000,13.177498
1.570000,1.154127,1.570000,1.380382,1.570000,1.723536,1.570000,2.958585,1.570000,13.305515
1.580000,1.154825,1.580000,1.382450,1.580000,1.728342,1.580000,2.976538,1.580000,13.434818
1.590000,1.155525,1.590000,1.384523,1.590000,1.733173,1.590000,2.994654,1.590000,13.565419
1.600000,1.156225,1.600000,1.386603,1.600000,1.738029,1.600000,3.012934,1.600000,13.697331
1.610000,1.156927,1.610000,1.388690,1.610000,1.742911,1.610000,3.031381,1.610000,13.830567
1.620000,1.157629,1.620000,1.390782,1.620000,1.747819,1.620000,3.049995,1.620000,13.965142
1.630000,1.158332,1.630000,1.392881,1.630000,1.752754,1.630000,3.068779,1.630000,14.101067
1.640000,1.159036,1.640000,1.394986,1.640000,1.757715,1.640000,3.087735,1.640000,14.238358
1.650000,1.159740,1.650000,1.397097,1.650000,1.762702,1.650000,3.106864,1.650000,14.377028
1.660000,1.160446,1.660000,1.399215,1.660000,1.767717,1.660000,3.126168,1.660000,14.517090
1.670000,1.161152,1.670000,1.401339,1.670000,1.772758,1.670000,3.145649,1.670000,14.658558
1.680000,1.161860,1.680000,1.403470,1.680000,1.777827,1.680000,3.165309,1.680000,14.801448
1.690000,1.162568,1.690000,1.405607,1.690000,1.782923,1.690000,3.185149,1.690000,14.945772
1.700000,1.163277,1.700000,1.407750,1.700000,1.788047,1.700000,3.205173,1.700000,15.091546
1.710000,1.163987,1.710000,1.409901,1.710000,1.793198,1.710000,3.225381,1.710000,15.238784
1.720000,1.164698,1.720000,1.412057,1.720000,1.798378,1.720000,3.245776,1.720000,15.387501
1.730000,1.165410,1.730000,1.414221,1.730000,1.803586,1.730000,3.266359,1.730000,15.537712
1.740000,1.166122,1.740000,1.416391,1.740000,1.808823,1.740000,3.287133,1.740000,15.689432
1.750000,1.166836,1.750000,1.418567,1.750000,1.814088,1.750000,3.308100,1.750000,15.842675
1.760000,1.167550,1.760000,1.420751,1.760000,1.819383,1.760000,3.329261,1.760000,15.997458
1.770000,1.168265,1.770000,1.422941,1.770000,1.824707,1.770000,3.350618,1.770000,16.153796
1.780000,1.168981,1.780000,1.425137,1.780000,1.830060,1.780000,3.372175,1.780000,16.311704
1.790000,1.169698,1.790000,1.427341,1.790000,1.835443,1.790000,3.393932,1.790000,16.471198
1.800000,1.170416,1.800000,1.429551,1.800000,1.840856,1.800000,3.415893,1.800000,16.632295
1.810000,1.171135,1.810000,1.431769,1.810000,1.846299,1.810000,3.438059,1.810000,16.795010
1.820000,1.171855,1.820000,1.433993,1.820000,1.851772,1.820000,3.460431,1.820000,16.959359
1.830000,1.172575,1.830000,1.436224,1.830000,1.857276,1.830000,3.483014,1.830000,17.125360
1.840000,1.173297,1.840000,1.438462,1.840000,1.862811,1.840000,3.505808,1.840000,17.293028
1.850000,1.174019,1.850000,1.440707,1.850000,1.868378,1.850000,3.528816,1.850000,17.462381
1.860000,1.174742,1.860000,1.442959,1.860000,1.873975,1.860000,3.552040,1.860000,17.633435
1.870000,1.175466,1.870000,1.445218,1.870000,1.879604,1.870000,3.575483,1.870000,17.806208
1.880000,1.176192,1.880000,1.447484,1.880000,1.885265,1.880000,3.599147,1.880000,17.980716
1.890000,1.176917,1.890000,1.449757,1.890000,1.890959,1.890000,3.623034,1.890000,18.156978
1.900000,1.177644,1.900000,1.452037,1.900000,1.896684,1.900000,3.647146,1.900000,18.335011
1.910000,1.178372,1.910000,1.454325,1.910000,1.902443,1.910000,3.671486,1.910000,18.514832
1.920000,1.179101,1.920000,1.456620,1.920000,1.908234,1.920000,3.696056,1.920000,18.696460
1.930000,1.179830,1.930000,1.458922,1.930000,1.914059,1.930000,3.720859,1.930000,18.879913
1.940000,1.180561,1.940000,1.461231,1.940000,1.919917,1.940000,3.745897,1.940000,19.065210
1.950000,1.181292,1.950000,1.463547,1.950000,1.925808,1.950000,3.771173,1.950000,19.252368
1.960000,1.182025,1.960000,1.465871,1.960000,1.931734,1.960000,3.796689,1.960000,19.441406
1.970000,1.182758,1.970000,1.468203,1.970000,1.937694,1.970000,3.822448,1.970000,19.632344
1.980000,1.183492,1.980000,1.470541,1.980000,1.943689,1.980000,3.848452,1.980000,19.825201
1.990000,1.184227,1.990000,1.472888,1.990000,1.949719,1.990000,3.874703,1.990000,20.019995
2.000000,1.184963,2.000000,1.475241,2.000000,1.955783,2.000000,3.901205,2.000000,20.216747
2.010000,1.185700,2.010000,1.477603,2.010000,1.961884,2.010000,3.927960,2.010000,20.415475
2.020000,1.186438,2.020000,1.479972,2.020000,1.968019,2.020000,3.954971,2.020000,20.616201
2.030000,1.187177,2.030000,1.482348,2.030000,1.974191,2.030000,3.982239,2.030000,20.818943
2.040000,1.187917,2.040000,1.484732,2.040000,1.980400,2.040000,4.009770,2.040000,21.023723
2.050000,1.188658,2.050000,1.487124,2.050000,1.986645,2.050000,4.037563,2.050000,21.230560
2.060000,1.189399,2.060000,1.489523,2.060000,1.992926,2.060000,4.065624,2.060000,21.439476
2.070000,1.190142,2.070000,1.491931,2.070000,1.999245,2.070000,4.093954,2.070000,21.650491
2.080000,1.190885,2.080000,1.494346,2.080000,2.005602,2.080000,4.122556,2.080000,21.863627
2.090000,1.191630,2.090000,1.496768,2.090000,2.011997,2.090000,4.151433,2.090000,22.078904
2.100000,1.192375,2.100000,1.499199,2.100000,2.018429,2.100000,4.180588,2.100000,22.296344
2.110000,1.193122,2.110000,1.501638,2.110000,2.024900,2.110000,4.210023,2.110000,22.515970
2.120000,1.193869,2.120000,1.504084,2.120000,2.031410,2.120000,4.239743,2.120000,22.737802
2.130000,1.194617,2.130000,1.506539,2.130000,2.037960,2.130000,4.269749,2.130000,22.961864
2.140000,1.195366,2.140000,1.509002,2.140000,2.044548,2.140000,4.300045,2.140000,23.188177
2.150000,1.196116,2.150000,1.511472,2.150000,2.051177,2.150000,4.330634,2.150000,23.416765
2.160000,1.196868,2.160000,1.513951,2.160000,2.057845,2.160000,4.361519,2.160000,23.647649
2.170000,1.197620,2.170000,1.516438,2.170000,2.064554,2.170000,4.392702,2.170000,23.880854
2.180000,1.198373,2.180000,1.518933,2.180000,2.071304,2.180000,4.424188,2.180000,24.116402
2.190000,1.199127,2.190000,1.521436,2.190000,2.078095,2.190000,4.455979,2.190000,24.354317
2.200000,1.199881,2.200000,1.523948,2.200000,2.084927,2.200000,4.488078,2.200000,24.594623
2.210000,1.200637,2.210000,1.526468,2.210000,2.091802,2.210000,4.520489,2.210000,24.837344
2.220000,1.201394,2.220000,1.528996,2.220000,2.098718,2.220000,4.553214,2.220000,25.082504
2.230000,1.202152,2.230000,1.531533,2.230000,2.105678,2.230000,4.586258,2.230000,25.330128
2.240000,1.202911,2.240000,1.534078,2.240000,2.112680,2.240000,4.619623,2.240000,25.580240
2.250000,1.203671,2.250000,1.536632,2.250000,2.119725,2.250000,4.653313,2.250000,25.832866
2.260000,1.204431,2.260000,1.539194,2.260000,2.126814,2.260000,4.687331,2.260000,26.088031
2.270000,1.205193,2.270000,1.541764,2.270000,2.133948,2.270000,4.721681,2.270000,26.345759
2.280000,1.205956,2.280000,1.544344,2.280000,2.141125,2.280000,4.756366,2.280000,26.606078
2.290000,1.206720,2.290000,1.546931,2.290000,2.148348,2.290000,4.791389,2.290000,26.869013
2.300000,1.207484,2.300000,1.549528,2.300000,2.155615,2.300000,4.826754,2.300000,27.134590
2.310000,1.208250,2.310000,1.552133,2.310000,2.162929,2.310000,4.862465,2.310000,27.402836
2.320000,1.209016,2.320000,1.554747,2.320000,2.170288,2.320000,4.898525,2.320000,27.673778
2.330000,1.209784,2.330000,1.557370,2.330000,2.177694,2.330000,4.934937,2.330000,27.947443
2.340000,1.210553,2.340000,1.560002,2.340000,2.185146,2.340000,4.971706,2.340000,28.223858
2.350000,1.211322,2.350000,1.562643,2.350000,2.192646,2.350000,5.008836,2.350000,28.503051
2.360000,1.212093,2.360000,1.565292,2.360000,2.200193,2.360000,5.046329,2.360000,28.785049
2.370000,1.212864,2.370000,1.567951,2.370000,2.207789,2.370000,5.084190,2.370000,29.069882
2.380000,1.213637,2.380000,1.570619,2.380000,2.215432,2.380000,5.122422,2.380000,29.357577
2.390000,1.214411,2.390000,1.573296,2.390000,2.223125,2.390000,5.161029,2.390000,29.648163
2.400000,1.215185,2.400000,1.575981,2.400000,2.230867,2.400000,5.200016,2.400000,29.941670
2.410000,1.215961,2.410000,1.578677,2.410000,2.238659,2.410000,5.239385,2.410000,30.238126
2.420000,1.216737,2.420000,1.581381,2.420000,2.246501,2.420000,5.279142,2.420000,30.537562
2.430000,1.217515,2.430000,1.584095,2.430000,2.254393,2.430000,5.319290,2.430000,30.840007
2.440000,1.218294,2.440000,1.586818,2.440000,2.262337,2.440000,5.359833,2.440000,31.145491
2.450000,1.219073,2.450000,1.589550,2.450000,2.270332,2.450000,5.400775,2.450000,31.454045
2.460000,1.219854,2.460000,1.592292,2.460000,2.278379,2.460000,5.442120,2.460000,31.765701
2.470000,1.220635,2.470000,1.595043,2.470000,2.286479,2.470000,5.483873,2.470000,32.080488
2.480000,1.221418,2.480000,1.597804,2.480000,2.294631,2.480000,5.526037,2.480000,32.398439
2.490000,1.222202,2.490000,1.600574,2.490000,2.302837,2.490000,5.568617,2.490000,32.719585
2.500000,1.222986,2.500000,1.603354,2.500000,2.311096,2.500000,5.611618,2.500000,33.043959
2.510000,1.223772,2.510000,1.606144,2.510000,2.319410,2.510000,5.655042,2.510000,33.371593
2.520000,1.224559,2.520000,1.608943,2.520000,2.327779,2.520000,5.698896,2.520000,33.702519
2.530000,1.225347,2.530000,1.611752,2.530000,2.336203,2.530000,5.743183,2.530000,34.036771
2.540000,1.226135,2.540000,1.614571,2.540000,2.344683,2.540000,5.787908,2.540000,34.374383
2.550000,1.226925,2.550000,1.617400,2.550000,2.353220,2.550000,5.833075,2.550000,34.715387
2.560000,1.227716,2.560000,1.620239,2.560000,2.361813,2.560000,5.878688,2.560000,35.059818
2.570000,1.228508,2.570000,1.623087,2.570000,2.370463,2.570000,5.924754,2.570000,35.407711
2.580000,1.229301,2.580000,1.625946,2.580000,2.379171,2.580000,5.971275,2.580000,35.759100
2.590000,1.230095,2.590000,1.628815,2.590000,2.387938,2.590000,6.018256,2.590000,36.114021
2.600000,1.230890,2.600000,1.631694,2.600000,2.396764,2.600000,6.065704,2.600000,36.472509
2.610000,1.231686,2.610000,1.634583,2.610000,2.405649,2.610000,6.113621,2.610000,36.834599
2.620000,1.232483,2.620000,1.637483,2.620000,2.414593,2.620000,6.162013,2.620000,37.200329
2.630000,1.233281,2.630000,1.640392,2.630000,2.423599,2.630000,6.210886,2.630000,37.569733
2.640000,1.234081,2.640000,1.643312,2.640000,2.432665,2.640000,6.260243,2.640000,37.942851
2.650000,1.234881,2.650000,1.646243,2.650000,2.441794,2.650000,6.310089,2.650000,38.319718
2.660000,1.235682,2.660000,1.649184,2.660000,2.450984,2.660000,6.360431,2.660000,38.700373
2.670000,1.236485,2.670000,1.652135,2.670000,2.460237,2.670000,6.411272,2.670000,39.084853
2.680000,1.237288,2.680000,1.655097,2.680000,2.469554,2.680000,6.462619,2.680000,39.473198
2.690000,1.238092,2.690000,1.658070,2.690000,2.478934,2.690000,6.514475,2.690000,39.865445
2.700000,1.238898,2.700000,1.661053,2.700000,2.488379,2.700000,6.566847,2.700000,40.261634
2.710000,1.239705,2.710000,1.664047,2.710000,2.497889,2.710000,6.619739,2.710000,40.661806
2.720000,1.240512,2.720000,1.667052,2.720000,2.507465,2.720000,6.673158,2.720000,41.065998
2.730000,1.241321,2.730000,1.670068,2.730000,2.517107,2.730000,6.727107,2.730000,41.474253
2.740000,1.242131,2.740000,1.673094,2.740000,2.526816,2.740000,6.781594,2.740000,41.886611
2.750000,1.242942,2.750000,1.676132,2.750000,2.536593,2.750000,6.836622,2.750000,42.303114
2.760000,1.243754,2.760000,1.679181,2.760000,2.546438,2.760000,6.892199,2.760000,42.723802
